Price,Location,Property Type,Status,Agency,Agent Name,Listing Date,Offer Date
R 6 580 000,Claremont,3 Bedroom Townhouse,Normal,PE Claremont,Clifford Flynn,2025-06-25,
R 1 650 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Vernon Fuller,2025-07-30,
R 14 995 000,Fresnaye,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Melvin Lowe,2025-07-04,
R 1 625 000,Salt River,2 Bedroom House,Normal,PE Woodstock,Kyle Hall,2025-08-28,2025-09-24
R 10 500 000,Bo Kaap,4 Bedroom House,Normal,PE City Bowl,Wesley Richardson,2025-05-08,
R 2 495 000,Diep River,4 Bedroom House,Normal,PE Southern Suburbs,Douglas Butler,2025-06-24,2025-08-25
R 2 600 000,Mowbray,3 Bedroom Apartment,Normal,PE Southern Suburbs,Edwin Sanders,2025-08-28,
R 4 900 000,Sea Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Eugene Long,2025-08-17,
R 2 030 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Gilbert Carr,2025-09-08,
R 16 750 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Nicholas White,2025-08-06,
R 1 350 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Christopher Lee,2025-07-13,2025-09-11
R 3 150 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,David Thompson,2025-06-19,
R 4 100 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Edgar Hart,2025-05-04,2025-07-12
R 6 760 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,David Thompson,2025-07-04,
R 1 700 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Chase Cox,2025-08-30,
R 39 000 000,Clifton,3 Bedroom House,Normal,PE Atlantic Seaboard,Derek Allen,2025-05-22,
R 9 750 000,Claremont Upper,3 Bedroom House,Normal,PE Claremont,Keith Myers,2025-05-25,
R 185 000 000,Camps Bay,8 Bedroom House,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-05-06,
R 2 295 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Keith Myers,2025-05-07,2025-06-22
R 2 500 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Luke Wright,2025-09-16,
R 1 850 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Peter Ross,2025-07-11,2025-10-01
R 2 900 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Austin Baker,2025-05-29,2025-08-28
R 995 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Seth Bell,2025-05-22,2025-07-02
R 649 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Bradley Gray,2025-05-06,2025-06-23
R 4 650 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Oscar Newman,2025-09-27,
R 2 150 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Preston Murphy,2025-06-01,
R 2 285 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Brian Clark,2025-09-25,
R 19 950 000,Clifton,4 Bedroom House,Private,PE Atlantic Seaboard,Justin Lewis,2025-08-27,
R 4 495 000,Fresnaye,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,William Foster,2025-05-28,2025-07-02
R 2 600 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Walter Foster,2025-04-13,
R 2 799 999,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Francis Barnes,2025-04-23,2025-06-20
R 1 695 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Blake Edwards,2025-04-21,
R 2 415 000,Foreshore,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Bradley Gray,2025-09-27,
R 3 450 000,Wynberg,5 Bedroom House,Normal,PE Southern Suburbs,Aaron Walker,2025-04-25,
R 2 500 000,Kenilworth,3 Bedroom Apartment,Normal,PE Southern Suburbs,Justin Lewis,2025-06-10,
R 3 495 000,Vredehoek,2 Bedroom Townhouse,Normal,PE City Bowl,Louis Henderson,2025-05-06,
R 6 495 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,James Mitchell,2025-07-15,2025-09-24
R 2 650 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,William Foster,2025-08-16,2025-09-20
R 1 395 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Gordon Kennedy,2025-09-01,
R 2 650 000,Walmer Estate,3 Bedroom House,Normal,PE Woodstock,Ryan Peterson,2025-06-13,
R 3 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-04-20,
R 6 450 000,Vredehoek,4 Bedroom House,Normal,PE City Bowl,Cole Rogers,2025-06-09,2025-09-30
R 5 000 000,Cape Town City Centre,10 Bedroom Apartment,Normal,PE City Bowl,Cameron Nelson,2025-05-25,
R 27 500 000,Camps Bay,3 Bedroom House,Normal,PE Atlantic Seaboard,Travis Morgan,2025-05-14,
R 2 500 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harry Flores,2025-06-02,
R 2 495 000,Newlands,3 Bedroom Apartment,Normal,PE Newlands,Victor Webb,2025-09-26,
R 2 100 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Trevor Morris,2025-06-06,
R 1 195 000,Diep River,2 Bedroom Apartment,Normal,PE Southern Suburbs,Luke Wright,2025-05-05,
R 8 950 000,Kenilworth,7 Bedroom Apartment,Normal,PE Southern Suburbs,Albert Perry,2025-07-21,
R 2 995 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Marcus King,2025-04-25,2025-08-06
R 1 159 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Melvin Lowe,2025-09-22,
R 3 200 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Spencer Reed,2025-06-23,
R 7 995 000,Claremont Upper,4 Bedroom House,Normal,PE Claremont,Melvin Lowe,2025-04-24,2025-06-12
R 4 500 000,Tokai,4 Bedroom House,Normal,PE Southern Suburbs,Howard Griffin,2025-08-03,
R 49 950 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Vernon Fuller,2025-05-17,
R 1 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Chase Cox,2025-07-23,
R 8 400 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harold Fisher,2025-05-04,
R 3 200 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Rodney Shaw,2025-04-15,2025-08-09
R 2 595 000,Diep River,3 Bedroom House,Normal,PE Southern Suburbs,Malcolm James,2025-06-25,
R 4 500 000,Camps Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brett Cook,2025-06-30,
R 1 480 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Bradley Gray,2025-05-15,
R 999 000,Diep River,1 Bedroom Apartment,Normal,PE Southern Suburbs,Henry Simmons,2025-07-29,
R 9 500 000,Clifton,2 Bedroom Apartment,Sponsored,PE Atlantic Seaboard,Marcus King,2025-06-28,
R 56 350 000,Waterfront,3 Bedroom Apartment,Sponsored,PE Atlantic Seaboard,Caleb Mitchell,2025-06-17,
R 15 995 000,De Waterkant,10 Bedroom House,Normal,PE Atlantic Seaboard,James Mitchell,2025-09-06,
R 2 050 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Christopher Lee,2025-07-24,2025-08-26
R 9 990 000,Green Point,2.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Randall Beck,2025-07-19,
R 18 400 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Ernest Porter,2025-07-30,
R 2 500 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Warren Hicks,2025-05-28,
R 3 200 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Jared Bailey,2025-08-08,
R 4 100 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Philip Washington,2025-08-03,
R 1 950 000,Green Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Spencer Reed,2025-05-17,2025-06-28
R 2 285 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Chase Cox,2025-08-12,2025-09-12
R 1 600 000,Wynberg,3 Bedroom House,Normal,PE Southern Suburbs,Howard Griffin,2025-05-13,
R 8 950 000,Tamboerskloof,House,Normal,PE City Bowl,Tyler Moore,2025-04-14,
R 1 595 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Victor Webb,2025-05-08,
R 4 700 000,De Waterkant,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Connor Lopez,2025-04-13,2025-05-26
R 1 500 000,Woodstock,2 Bedroom Apartment,Sponsored,PE Woodstock,Gregory Diaz,2025-04-27,
R 1 850 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Harry Flores,2025-08-17,
R 11 999 000,Green Point,8 Bedroom House,Normal,PE Atlantic Seaboard,Martin Hayes,2025-06-16,
R 1 500 000,Woodstock,House,Normal,PE Woodstock,Robert Chen,2025-08-04,
R 1 450 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Floyd Gibson,2025-07-12,
R 6 595 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus King,2025-06-30,2025-09-07
R 9 495 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Tyler Moore,2025-07-17,
R 2 790 000,Claremont,3 Bedroom House,Normal,PE Claremont,Marcus Torres,2025-08-30,
R 30 000 000,Constantia,5 Bedroom House,Normal,PE Constantia,Chase Cox,2025-05-09,
R 3 400 000,Claremont,3 Bedroom House,Normal,PE Claremont,Clifford Flynn,2025-05-21,2025-06-26
R 1 950 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Daniel Martinez,2025-09-24,
R 4 650 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Michael Anderson,2025-06-18,2025-07-20
R 5 950 000,Gardens,5 Bedroom House,Normal,PE City Bowl,Vernon Fuller,2025-05-02,
R 1 850 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Kyle Hall,2025-08-13,2025-09-30
R 2 500 000,Claremont,2 Bedroom House,Normal,PE Claremont,Norman Knight,2025-07-19,
R 14 999 000,Bantry Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Rodney Shaw,2025-09-02,
R 2 645 000,Mowbray,4 Bedroom House,Normal,PE Southern Suburbs,Vernon Fuller,2025-08-08,
R 11 995 000,Vredehoek,4 Bedroom House,Normal,PE City Bowl,Allan Santiago,2025-06-24,2025-09-25
R 1 795 000,Foreshore,Apartment,Normal,PE Atlantic Seaboard,Floyd Gibson,2025-05-24,2025-06-18
R 13 250 000,Constantia,3 Bedroom House,Normal,PE Constantia,Eric Johnson,2025-04-29,
R 13 000 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Oscar Newman,2025-06-25,
R 6 400 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Adrian Phillips,2025-09-27,
R 3 895 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Ernest Porter,2025-09-11,
R 7 500 000,Newlands,3 Bedroom House,Normal,PE Newlands,Clifford Flynn,2025-05-14,
R 3 195 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Jacob Taylor,2025-09-24,
R 8 900 000,Constantia,3 Bedroom House,Normal,PE Constantia,Raymond Watson,2025-04-27,
R 40 000 000,Camps Bay,6 Bedroom House,Normal,PE Atlantic Seaboard,Samuel Bennett,2025-07-25,
R 21 000 000,Sea Point,7 Bedroom House,Normal,PE Atlantic Seaboard,Leroy Wade,2025-07-13,
R 9 995 000,Bo Kaap,5 Bedroom House,Normal,PE City Bowl,Bernard Mason,2025-09-11,
R 2 500 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Connor Lopez,2025-09-25,
R 6 500 000,Constantia,2 Bedroom House,Normal,PE Constantia,Roy Powell,2025-08-11,
R 1 695 000,Bergvliet,2 Bedroom Apartment,Normal,PE Southern Suburbs,Ian Campbell,2025-07-31,
R 8 700 000,Green Point,4 Bedroom House,Normal,PE Atlantic Seaboard,Garrett Howard,2025-07-06,
R 2 250 000,Sea Point,Apartment,Normal,PE Atlantic Seaboard,Kevin Harris,2025-08-23,
R 3 300 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Craig Hunt,2025-07-20,
R 3 700 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Howard Griffin,2025-09-19,
R 3 000 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-07-13,2025-09-13
R 1 750 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Carson Stewart,2025-04-24,
R 13 950 000,Camps Bay,6 Bedroom House,Normal,PE Atlantic Seaboard,Derek Allen,2025-09-29,
R 4 500 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Kevin Harris,2025-08-27,
R 2 795 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Brandon Miller,2025-09-01,
R 1 250 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Lawrence Alexander,2025-06-04,2025-08-25
R 2 250 000,Woodstock,2 Bedroom House,Private,PE Woodstock,Derek Allen,2025-08-28,
R 2 190 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Dennis Wood,2025-09-30,
R 1 495 000,Rosebank,2 Bedroom Apartment,Normal,PE Southern Suburbs,Andrew Wilson,2025-09-06,
R 3 795 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Keith Myers,2025-09-09,
R 6 500 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gordon Kennedy,2025-09-26,
R 3 250 000,Newlands,2 Bedroom Apartment,Normal,PE Newlands,Floyd Gibson,2025-07-11,2025-09-14
R 1 795 000,Diep River,2 Bedroom Apartment,Normal,PE Southern Suburbs,Eric Johnson,2025-04-12,2025-06-24
R 3 100 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Vernon Fuller,2025-05-02,
R 1 800 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Leon Griffin,2025-05-03,
R 1 799 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Vernon Fuller,2025-09-01,
R 38 000 000,Clifton,2 Bedroom House,Normal,PE Atlantic Seaboard,Howard Griffin,2025-05-30,
R 8 995 000,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Cameron Nelson,2025-07-05,
R 8 800 000,Newlands,4 Bedroom House,Normal,PE Newlands,Vernon Fuller,2025-07-17,
R 75 000 000,Bantry Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Christopher Lee,2025-06-01,
R 6 000 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Sean Parker,2025-09-17,
R 2 750 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Randall Beck,2025-08-16,
R 17 244 250,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Claude Chapman,2025-08-10,
R 1 490 000,Gardens,0.5 Bedroom Apartment,Normal,PE City Bowl,Jerome Bryant,2025-05-24,
R 2 395 000,Bo Kaap,2 Bedroom Apartment,Normal,PE City Bowl,Blake Edwards,2025-05-07,2025-06-29
R 4 950 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Vincent Evans,2025-07-23,
R 4 975 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Bernard Mason,2025-06-24,
R 3 495 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Thomas Brooks,2025-04-19,
R 2 600 000,Oranjezicht,1 Bedroom Apartment,Normal,PE City Bowl,Jared Bailey,2025-04-30,
R 1 575 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Marcus King,2025-06-07,2025-07-20
R 1 650 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Raymond Watson,2025-09-24,
R 3 100 000,Claremont,3 Bedroom House,Normal,PE Claremont,Leonard Hughes,2025-04-20,
R 9 900 000,Rondebosch,4 Bedroom House,Normal,PE Rondebosch,Marcus Torres,2025-08-26,
R 3 295 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Chase Cox,2025-09-17,
R 9 995 000,Bantry Bay,1.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus Torres,2025-07-12,
R 3 000 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Floyd Gibson,2025-04-23,
R 2 200 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Louis Henderson,2025-07-02,
R 995 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Bernard Mason,2025-08-14,
R 3 695 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Melvin Lowe,2025-07-05,
R 1 675 000,Observatory,0.5 Bedroom Apartment,Normal,PE Woodstock,Jordan Adams,2025-04-28,
R 3 350 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Marcus Rivera,2025-09-23,
R 2 499 999,Cape Town City Centre,1 Bedroom Apartment,Private,PE City Bowl,Aaron Walker,2025-09-17,
R 8 995 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Justin Lewis,2025-07-07,
R 1 119 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Louis Henderson,2025-08-25,
R 5 995 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Louis Henderson,2025-04-13,
R 2 950 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Leroy Wade,2025-07-03,
R 6 999 999,Woodstock,3 Bedroom House,Normal,PE Woodstock,Hugo Walton,2025-05-24,2025-09-30
R 3 950 000,Rondebosch,3 Bedroom House,Normal,PE Rondebosch,David Thompson,2025-08-29,
R 27 500 000,Sea Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harold Fisher,2025-09-05,
R 8 500 000,Green Point,4 Bedroom House,Normal,PE Atlantic Seaboard,Eugene Long,2025-08-17,
R 4 495 000,Claremont,3 Bedroom House,Normal,PE Claremont,Colin Ramirez,2025-05-30,2025-07-15
R 6 300 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Colin Ramirez,2025-05-10,
R 5 700 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Harold Fisher,2025-05-14,
R 3 450 000,Bergvliet,3 Bedroom House,Normal,PE Southern Suburbs,Edwin Sanders,2025-07-12,
R 5 500 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nathan Young,2025-06-04,
R 1 300 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Wesley Richardson,2025-08-07,
R 1 950 000,Rondebosch Village,2 Bedroom Apartment,Normal,PE Rondebosch,Matthew Davis,2025-07-31,2025-10-02
R 23 000 000,Newlands,5 Bedroom House,Normal,PE Newlands,Leroy Wade,2025-09-12,
R 2 999 999,Three Anchor Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Michael Anderson,2025-07-26,
R 6 600 000,Rondebosch,3 Bedroom House,Normal,PE Rondebosch,Clifford Flynn,2025-07-16,
R 2 360 000,De Waterkant,1 Bedroom Apartment,Private,PE Atlantic Seaboard,Gabriel Green,2025-06-04,2025-07-18
R 6 495 000,Foreshore,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Sean Parker,2025-09-13,
R 7 450 000,Three Anchor Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Bernard Mason,2025-04-17,
R 19 900 000,Camps Bay,12 Bedroom House,Normal,PE Atlantic Seaboard,Caleb Mitchell,2025-09-19,
R 1 095 000,Claremont Upper,0.5 Bedroom Apartment,Normal,PE Claremont,Nathan Young,2025-07-27,
R 25 000 000,Constantia,11 Bedroom House,Normal,PE Constantia,Edwin Sanders,2025-05-24,
R 2 140 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Thomas Brooks,2025-08-03,
R 14 000 000,Gardens,House,Normal,PE City Bowl,Gerald Hayes,2025-08-13,
R 18 750 000,Three Anchor Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Lawrence Alexander,2025-04-21,2025-09-25
R 9 990 000,Constantia,4 Bedroom House,Normal,PE Constantia,Francis Barnes,2025-05-20,2025-08-11
R 16 500 000,Camps Bay,4 Bedroom Townhouse,Normal,PE Atlantic Seaboard,Eugene Long,2025-05-20,
R 3 295 000,Observatory,3 Bedroom House,Normal,PE Woodstock,David Thompson,2025-04-27,2025-07-07
R 8 500 000,Newlands,4 Bedroom House,Normal,PE Newlands,Philip Washington,2025-09-30,
R 4 800 000,Diep River,4 Bedroom House,Normal,PE Southern Suburbs,Thomas Brooks,2025-08-17,
R 2 288 500,Foreshore,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gilbert Carr,2025-07-27,
R 26 995 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Randall Beck,2025-09-17,
R 13 950 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harold Fisher,2025-08-16,
R 1 350 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Marvin Cortez,2025-09-29,
R 5 700 000,Rondebosch,3 Bedroom House,Normal,PE Rondebosch,Dale Dixon,2025-05-24,
R 14 999 000,Constantia,5 Bedroom House,Normal,PE Constantia,Preston Murphy,2025-04-12,2025-09-30
R 1 295 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Colin Ramirez,2025-09-09,
R 46 999 000,Bantry Bay,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Garrett Howard,2025-05-17,
R 1 250 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Gerald Hayes,2025-06-16,
R 2 295 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Philip Washington,2025-09-16,
R 4 695 000,Kenilworth,4 Bedroom House,Normal,PE Southern Suburbs,Eugene Long,2025-09-14,
R 9 950 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Christopher Lee,2025-04-21,2025-07-12
R 2 875 000,Kenilworth,3 Bedroom Townhouse,Normal,PE Southern Suburbs,Marcus King,2025-04-21,2025-06-05
R 57 500 000,Waterfront,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Preston Murphy,2025-09-13,
R 4 150 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Trevor Morris,2025-08-21,
R 1 195 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Carson Stewart,2025-04-17,
R 1 250 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-05-30,2025-07-26
R 1 980 000,Gardens,Townhouse,Normal,PE City Bowl,Louis Henderson,2025-05-23,2025-07-05
R 2 695 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Marcus King,2025-08-21,2025-09-27
R 68 000 000,Llandudno,6 Bedroom House,Normal,PE Atlantic Seaboard,Gilbert Carr,2025-05-27,
R 2 499 000,Woodstock,5 Bedroom House,Normal,PE Woodstock,Dennis Wood,2025-08-24,2025-09-23
R 1 550 000,Wynberg,3 Bedroom Townhouse,Private,PE Southern Suburbs,Brian Clark,2025-04-16,2025-06-05
R 1 495 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Lawrence Alexander,2025-09-01,
R 68 500 000,Bantry Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Stanley Wells,2025-06-13,
R 2 950 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Steven Rodriguez,2025-06-25,2025-10-03
R 1 200 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Randall Beck,2025-08-30,
R 1 615 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ryan Peterson,2025-07-06,
R 1 395 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Spencer Reed,2025-07-01,
R 2 795 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,James Mitchell,2025-05-06,2025-08-17
R 3 250 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-05-23,
R 7 750 000,Newlands,5 Bedroom House,Normal,PE Newlands,Tyler Moore,2025-08-17,2025-10-04
R 5 495 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Raymond Watson,2025-05-30,
R 2 400 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Adrian Phillips,2025-06-04,
R 3 595 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Evan Turner,2025-06-27,
R 1 550 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Joshua Garcia,2025-06-29,
R 4 400 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leon Griffin,2025-08-19,
R 1 850 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Russell Hughes,2025-05-05,2025-06-04
R 3 025 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Rodney Shaw,2025-05-09,
R 3 800 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Michael Anderson,2025-04-16,2025-07-28
R 14 000 000,Bishopscourt,3 Bedroom House,Normal,PE Bishopscourt,Jordan Adams,2025-09-22,
R 3 295 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Thomas Brooks,2025-07-21,2025-09-13
R 1 995 000,Observatory,4 Bedroom House,Normal,PE Woodstock,Seth Bell,2025-09-19,
R 2 550 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Marvin Cortez,2025-09-06,
R 1 895 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Andrew Wilson,2025-09-27,
